program_name,source_file,category,course_name,course_ids,credits,note,year1_fall,year1_spring,year2_fall,year2_spring,year3_fall,year3_spring,year4_fall,year4_spring
生命科學系,生命科學系_table_2.csv,,4 通識課程: 通識核心必修四大領域中至少須修習一個領域，但不含「基因與遺傳」。 二、學院及學系必/選訂修規定 1 必修科目計 92學分，最低畢業學分為128，且不含通識課程的「基因與遺傳」。 2 修業期限內至少選修並通過本系（LS字頭）選修科目15學分，其中必須包含專題研究課程至少一門，且最多只承認二 門研究所的專題課程學分，超修部分不予承認。 三、雙主修規定 1 依本校「學生修讀雙主修辦法」辦理。 2 申請本系為雙主修的同學，除依本校雙主修辦法之規定辦理之外，修滿學院及學系必修科目學分 (共67學分)即可取得 雙主修資格。但本系規定之必修課程應在本系修課為原則，在本系以外所修讀同名稱、同學分之必修課程必須經過本 系認可始可抵免(抵修)。,[],,,,,,,,,,
生命科學領域專長,生命科學領域專長_table_1.csv,理學院 理學院學士班生命科學領域應修科目表 (114學年度入學新生適用),領域 專長 必修,[],2001.0,,2001.0,,,3.0,3.0,,,
生命科學領域專長,生命科學領域專長_table_1.csv,理學院 理學院學士班生命科學領域應修科目表 (114學年度入學新生適用),領域 專長 選修,[],3001.0,,3001.0,,,,,3.0,,
生命科學領域專長,生命科學領域專長_table_1.csv,理學院 理學院學士班生命科學領域應修科目表 (114學年度入學新生適用),1,[],33.0,備 註,33.0,,,,,,,
生命科學領域專長,生命科學領域專長_table_1.csv,理學院 理學院學士班生命科學領域應修科目表 (114學年度入學新生適用),2,[],20.0,,20.0,,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,共同 必修,國文,[],5.0,,5.0,,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,共同 必修,外文,[],3.0,,3.0,3.0,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,共同 必修,體育課程,[],0.0,,0.0,0.0,0.0,0.0,0.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,共同 必修,服務學習課程,[],0.0,,0.0,0.0,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,共同 必修,通識課程(含核心必修、選修科目),[],14.0,,14.0,,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,院訂 必修,生物統計學-R語言應用,['HT3001'],,,,,,,3.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,微積分,"['MA1001', 'MA1002']",4.0,,4.0,4.0,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,普通物理,['PH1031'],3.0,,3.0,,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,普通物理實驗,['PH1023'],1.0,,1.0,,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,普通化學,['CM1009'],3.0,,3.0,,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,普通化學實驗,['CM1008'],1.0,,1.0,,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,計算機概論,['BM1004'],3.0,,3.0,,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,人體生理與解剖學,['BM2031'],3.0,,,3.0,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,電子電路學,['BM2012'],3.0,,,,3.0,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,電子電路學實驗,['BM2013'],1.0,,,,,1.0,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,工程數學(上)/(下,"['BM2010', 'BM2011']",3.0,,,,3.0,3.0,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,醫療器材設計原理及其應用,['BM2014'],3.0,,,,3.0,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,專題研究(上)/(下,"['BM2037', 'BM2038']",1.0,,,,,1.0,1.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,儀器分析,['BM2039'],3.0,,,,,3.0,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,物理化學,['BM2028'],,,,,,,3.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,材料科學導論,['BM3006'],,,,,,,,3.0,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,統計機器學習基礎,['BM3029'],,,,,,,,3.0,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,學士論文 I / II,"['BM4003', 'BM4004']",,,,,,,,0.0,0.0,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,普通生物學,['BM1009'],3.0,生醫 科學 組組 必修,,3.0,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,普通物理,['PH1032'],3.0,,,3.0,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,普通化學,['CM1010'],3.0,,,3.0,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,生物化學,['BM2036'],3.0,,,,3.0,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,程式語言,['BM2004'],3.0,,,,3.0,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,細胞分子生物學,['BM2045'],2.0,,,,,2.0,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,分子醫學,['BM3032'],,,,,,,2.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,數據科學導論,['BM3018'],,,,,,,3.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,生醫技術暨微奈米晶片設計與應用,['BM3033'],,,,,,,3.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,人工智慧程式入門,['BM1011'],3.0,醫學 工程 與資 訊科 學組 組必 修,,3.0,,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,線性代數,['BM3023'],3.0,,,,3.0,,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,資料結構,['BM2040'],3.0,,,,,3.0,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,作業系統概論,['BM2041'],3.0,,,,,3.0,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,醫用物理,['BM2042'],3.0,,,,,3.0,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,微電子學,['BM2043'],3.0,,,,,3.0,,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,訊號與系統,['BM3027'],,,,,,,3.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,微處理器與嵌入式系統,['BM3028'],,,,,,,3.0,,,
生醫科學與工程學系,生醫科學與工程學系_table_1.csv,系訂 必修,演算法,['BM3022'],,,,,,,,3.0,,
生醫領域專長,生醫領域專長_table_1.csv,理學院 理學院學士班生醫領域應修科目表 (114學年度入學新生適用),A組,[],2014.0,領域 專長 必修,2014.0,,,3.0,,,,
生醫領域專長,生醫領域專長_table_1.csv,理學院 理學院學士班生醫領域應修科目表 (114學年度入學新生適用),B組,[],2012.0,,2012.0,,,3.0,,,,
生醫領域專長,生醫領域專長_table_1.csv,理學院 理學院學士班生醫領域應修科目表 (114學年度入學新生適用),A組,[],1010.0,領域 專長 選修,1010.0,,3.0,,,,,
生醫領域專長,生醫領域專長_table_1.csv,理學院 理學院學士班生醫領域應修科目表 (114學年度入學新生適用),B組,[],1011.0,,1011.0,,3.0,,,,,
生醫領域專長,生醫領域專長_table_1.csv,理學院 理學院學士班生醫領域應修科目表 (114學年度入學新生適用),1,[],,備註,,,,,,,,
生醫領域專長,生醫領域專長_table_1.csv,理學院 理學院學士班生醫領域應修科目表 (114學年度入學新生適用),2,[],33.0,,33.0,,,,,,,
生醫領域專長,生醫領域專長_table_1.csv,理學院 理學院學士班生醫領域應修科目表 (114學年度入學新生適用),3,[],20.0,,20.0,,,,,,,
經濟學系,經濟學系_table_1.csv,共同 必修,國文,[],5.0,,,5.0,,,,,,
經濟學系,經濟學系_table_1.csv,共同 必修,外文,[],3.0,,,3.0,3.0,,,,,
經濟學系,經濟學系_table_1.csv,共同 必修,體育課程,[],0.0,,,0.0,0.0,0.0,0.0,0.0,,
經濟學系,經濟學系_table_1.csv,共同 必修,服務學習課程,[],0.0,,,0.0,0.0,,,,,
經濟學系,經濟學系_table_1.csv,共同 必修,通識課程(含核心必修、選修科目),[],14.0,,,14.0,,,,,,
經濟學系,經濟學系_table_1.csv,院訂 必修,經濟學,"['MT1011', 'MT1012']",3.0,,,3.0,3.0,,,,,
經濟學系,經濟學系_table_1.csv,院訂 必修,企業概論,['MT1021'],3.0,,,,3.0,,,,,
經濟學系,經濟學系_table_1.csv,院訂 必修,會計學,"['MT1031', 'MT1032']",3.0,,,3.0,3.0,,,,,
經濟學系,經濟學系_table_1.csv,院訂 必修,統計學,"['MT2041', 'MT2042']",3.0,,,,,3.0,3.0,,,
經濟學系,經濟學系_table_1.csv,院訂 必修,程式設計:Python,['MT1051'],3.0,,,3.0,,,,,,
經濟學系,經濟學系_table_1.csv,系訂 必修,微積分,"['MA1005', 'MA1006']",3.0,,,3.0,3.0,,,,,
經濟學系,經濟學系_table_1.csv,系訂 必修,個體經濟學,"['EC2003', 'EC2004']",3.0,,,,,3.0,3.0,,,
經濟學系,經濟學系_table_1.csv,系訂 必修,總體經濟學,"['EC2005', 'EC2006']",3.0,,,,,3.0,3.0,,,
經濟學系,經濟學系_table_1.csv,系訂 必修,六科 擇三,[],3077.0,,3077.0,,,,,3.0,,
經濟學系,經濟學系_table_1.csv,系訂 必修,國際金融,['EC3072'],,,,,,,,3.0,,
經濟學系,經濟學系_table_1.csv,系訂 必修,國際貿易,['EC3071'],,,,,,,,,3.0,
經濟學系,經濟學系_table_1.csv,系訂 必修,當前經濟議題,['EC4018'],,,,,,,,,,3.0
經濟學系,經濟學系_table_1.csv,系訂 必修,一 、共同必修 1 共同科目修習及其他畢業條件，請見應修科目表注意事項。 2 本系新生外文課程：一律必修「大一英文」管理課群6學分。 3 選修「進修英文」取得之學分，不列入本系之畢業學分總數。 4 通識課程之核心必修為四大領域中任選三大領域修習，並此三大領域至少各修習一門課。經濟學 相關課程一律不計入14通識學分(清單請至經濟系辦查詢)。 二 、院、系訂必修 1 必修科目計85學分，最低畢業學分：128 2 修業期限內至少修習且通過本系選修科目23學分。 3 除校定通識學分外，通識學分至多認列6學分為最低畢業學分。 4 管院「數位素養」必選課程6學分，範圍包括： (1) 「企業資源規劃」學分學程修課表中所列課程。 (2) 「商業智慧與分析」學分學程修課表中所列課程。(排除EC課號課程) (3) 「金融科技」學分學程修課表中所列 IM 開頭課號課程。(排除EC課號課程) (4) 本系課程委員會承認之數位商品課程。 三 、雙主修規定 1 依本校「學生修讀雙主修辦法」辦理。 2 專業必修科目計60學分，本系選修科目任選14學分。,[],,備註,,,,,,,,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,有機化學,"['CH2001', 'CH2002']",3.0,領域必修科目(41),,,,3.0,3.0,,,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,物理化學,"['CH2005', 'CH2006']",3.0,,,,,3.0,3.0,,,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,工程數學 I / II,"['ME2001', 'ME2002', 'CH2009']",3.0,,,,,3.0,3.0,,,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,質能平衡與化工計算,['CH1012'],,,,,,,3.0,,,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,基礎材料化學實驗 I,['CH1022'],,,,,,,1.0,,,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,輸送現象與單元操作 I / II / III,"['CH2021', 'CH3042', 'CH3043']",,,,,,,3.0,3.0,3.0,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,化工與材料熱力學 I / II,"['CH3059', 'CH3060']",,,,,,,,3.0,3.0,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,化學反應工程,['CH3011'],,,,,,,,,3.0,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,化工與材料實驗 II,['CH4059'],,,,,,,,,1.0,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,任選15學分 (15),[],1005.0,領域選修科目(15),1005.0,,,3.0,,,,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,自主跨域選修 (15),[],,,,,,,,,,
綠色科技專長,綠色科技專長_table_1.csv,工學院學士班 綠色科技 專長領域應修科目表(114學年度入學新生適用-附表4）,領域必修科目計41學分，領域選修科目學分計15學分，工程數學I 與II需修習同一學系開授之課程，最低畢業學分：128學 分。,[],,備註,,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),計算機概論 II,['CE1002'],3.0,必修學分 (31),3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),計算機實習 II,['CE1004'],1.0,,1.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),離散數學,['CE2003'],3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),機率/機率/機率與統計,"['CO3003', 'EE4020', 'CE2006']",3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),資料結構,"['CO2012', 'CE2002', 'EE2007']",3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),微算機原理/微算機原理與 實作/組合語言與系統程式,"['CO3006', 'EE3046', 'CE2012']",3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),網路概論/計算機網路,"['CO3005', 'CE3007']",3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),作業系統,['CE3002'],3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),計算機組織/計算機組織/計 算機組織,"['CO3020', 'CE3001', 'EE3035']",3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),信號與系統/訊號與系統,"['EE3009', 'CO3004']",3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),演算法/演算法,"['CE3005', 'CO2014']",3.0,,3.0,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),1.選擇本專長領域者，應修習並通過必修31學分、資通訊與電通訊實驗群組Δ課程至少6學分、及資電學院開授 課程至少21學分。,[],,,,,,,,,,
網路工程專長,網路工程專長_table_1.csv,資訊電機學院學士班 網路工程 專長領域應修科目表(114學年度入學新生適用-附表四),2.資通訊與電通訊實驗群組Δ課程詳見電機系及通訊系課程列表。,[],,,,,,,,,,
能源材料專長,能源材料專長_table_1.csv,領域必 修科目 (35),能源與材料科學導論 EI 1102,[],3.0,領域必 修科目 (35),,,3.0,,,,,
能源材料專長,能源材料專長_table_1.csv,,物理化學,['CH2005'],,,,,,,3.0,,,
能源材料專長,能源材料專長_table_1.csv,,材料化學,['CH2031'],,,,,,,3.0,,,
能源材料專長,能源材料專長_table_1.csv,,工程數學 I / II,"['ME2001', 'ME2002', 'CH2009', 'CH2010', 'CI2017', 'CI2018']",,,,,,,3.0,3.0,,
能源材料專長,能源材料專長_table_1.csv,,靜力與材料力學,['ME1006'],,,,,,,,4.0,,
能源材料專長,能源材料專長_table_1.csv,,材料實驗,['ME3095'],,,,,,,,1.0,,
能源材料專長,能源材料專長_table_1.csv,,化工與材料熱力學 I/II,"['CH3059', 'CH3060']",,,,,,,,,3.0,3.0
能源材料專長,能源材料專長_table_1.csv,,儀器分析,['CH3012'],,,,,,,,,3.0,
能源材料專長,能源材料專長_table_1.csv,,先進材料,['ME3048'],,,,,,,,,,3.0
能源材料專長,能源材料專長_table_1.csv,,固態物理導論,['CH3055'],,,,,,,,,,
能源材料專長,能源材料專長_table_1.csv,領域選 修科目 (18),任選 十八 學分 (18),[],3.0,領域選 修科目 (18),3.0,1012.0,3.0,,,,,
能源材料專長,能源材料專長_table_1.csv,,自主跨域選 修 (18),[],,,,,,,,,,
能源材料專長,能源材料專長_table_1.csv,備註,領域必修科目計35學分，領域選修科目學分計18學分，工程數學I 與II需修習同一學系開授之課 程，最低畢業學分：128學分。,[],,備註,,,,,,,,
英美語文學系,英美語文學系_table_1.csv,,國文,[],5.0,,,5.0,,,,,,
英美語文學系,英美語文學系_table_1.csv,,外文,[],3.0,,,3.0,3.0,,,,,
英美語文學系,英美語文學系_table_1.csv,共同 必修,體育課程,[],0.0,,,0.0,0.0,0.0,0.0,0.0,,
英美語文學系,英美語文學系_table_1.csv,共同 必修,服務學習課程,[],0.0,,,0.0,0.0,,,,,
英美語文學系,英美語文學系_table_1.csv,共同 必修,通識課程(含核心必修、選修科目),[],14.0,,,14.0,,,,,,
英美語文學系,英美語文學系_table_1.csv,共同 必修,必選 一門,[],4201.0,,4201.0,,,,,3.0,,
英美語文學系,英美語文學系_table_1.csv,共同 必修,必修 三門,[],1201.0,系訂 必修 (專業 學科 類),1201.0,3.0,,,,,,
英美語文學系,英美語文學系_table_1.csv,共同 必修,必選 四門,[],2005.0,,2005.0,,,3.0,,,,
英美語文學系,英美語文學系_table_1.csv,共同 必修,一 共同必修 1共同科目修習及其他畢業條件，請見應修科目表注意事項。 2共同必修之外文課程須選修本系開設之任何課程6學分。語言中心的「大一英文」不列入本系外文課程。 3選修「進修英文」取得之學分，不列入本系之畢業學分總數。 4通識核心必修四大領域中至少須修習一個領域。 二 系訂必修 1最低畢業學分128。 2必修及必選修科目計 103 學分，其中本系課程須修滿78 學分。 (1). 語言訓練類至少必選30學分（除必修及必選之18學分外，應另選本類課程至少12學分） (2). 專業學科類至少必選48學分（除必修及必選之21學分外，應另選本類課程至少27學分） 3其餘25學分可自由選修校內外課程（不含本校語言中心開設之「進修英文」），但外校課程以本校未開設之課程為 原則。 三 雙主修規定: 依本校「學生修讀雙主修辦法」辦理。,[],,備註,,,,,,,,
財務金融學系,財務金融學系_table_1.csv,共同 必修,國文,[],5.0,,5.0,,,,,,,
財務金融學系,財務金融學系_table_1.csv,共同 必修,外文,[],3.0,,3.0,3.0,,,,,,
財務金融學系,財務金融學系_table_1.csv,共同 必修,體育課程,[],0.0,,0.0,0.0,0.0,0.0,0.0,,,
財務金融學系,財務金融學系_table_1.csv,共同 必修,服務學習課程,[],0.0,,0.0,0.0,,,,,,
財務金融學系,財務金融學系_table_1.csv,共同 必修,通識課程(含核心必修、選修科目),[],14.0,,14.0,,,,,,,
財務金融學系,財務金融學系_table_1.csv,院訂 必修,經濟學,"['MT1011', 'MT1012']",3.0,,3.0,3.0,,,,,,
財務金融學系,財務金融學系_table_1.csv,院訂 必修,企業概論,['MT1021'],3.0,,3.0,,,,,,,
財務金融學系,財務金融學系_table_1.csv,院訂 必修,會計學,"['MT1031', 'MT1032']",3.0,,3.0,3.0,,,,,,
財務金融學系,財務金融學系_table_1.csv,院訂 必修,統計學,"['MT2041', 'MT2042']",3.0,,,,3.0,3.0,,,,
財務金融學系,財務金融學系_table_1.csv,院訂 必修,程式設計:Python,['MT1051'],3.0,,3.0,,,,,,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,微積分,"['MA1005', 'MA1006']",3.0,,3.0,3.0,,,,,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,財務金融概論,['FM1011'],3.0,,,3.0,,,,,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,財務管理,"['FM2031', 'FM2032']",3.0,,,,3.0,3.0,,,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,"個體,總體經濟學","['FM2003', 'FM2004']",3.0,,,,3.0,3.0,,,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,投資學,['FM3017'],,,,,,,3.0,,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,期貨與選擇權,['FM3002'],,,,,,,3.0,,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,國際財務管理,['FM4001'],,,,,,,,3.0,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,金融機構與市場,['FM3036'],,,,,,,3.0,,,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,財務報表分析,['FM3001'],,,,,,,,,3.0,
財務金融學系,財務金融學系_table_1.csv,系訂 必修,一、 共同必修 1 共同科目修習及其他畢業條件，請見應修科目表注意事項。 2 本系新生外文課程可從三種外文課程中任選一種。 3 (選1）修修「讀進「修大英一文英」文取」得管之理學課分群，6不學列分入。本系之畢業學分總數。 4 通識核心必修四大領域中至少須修習一個領域。 二 、院、系訂必修 1 必修科目計85學分，最低畢業學分：128。 2 (1) 修業期間內至少修習且通過選修科目43學分（不含通識課程及教育學程科目學分），其中須包含系訂選修科目18學 分(含)以上； (2) 系訂選修「民法概要」、「商事法」及「證券金融法規」三科擇二修習，本規定並適用於雙 主修同學。 (3) 系訂選修管理類課程「組織行為」及「行銷管理」二科擇一修習，本規定並適用於雙主修同學。 3 管院 「數位素養」必選課程6學分，範圍包括： (1) 「企業資源規劃」學分學程修課表中所列課程(排除FM課號課程) 。 (2) 「商業智慧與分析」學分學程修課表中所列課程(排除FM課號課程) 。 (3) 「金融科技」學分學程修課表中所列 IM開頭課號課程 。 (4) 本系課程委員會承認之數位商品課程 。 三、雙主修規定 1 依本校「學生修讀雙主修辦法」辦理。 2 本系選修「民法概要」、「商事法」、及「證券金融法規」三擇二修習。 3 本系選修「組織行為」及「行銷管理」二擇一修習。,['FM2009'],,備註,,,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,,國文,[],5.0,,5.0,,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,,外文,[],3.0,,3.0,3.0,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,共同 必修,體育課程,[],0.0,,0.0,0.0,0.0,0.0,0.0,,,
資訊工程學系,資訊工程學系_table_1.csv,共同 必修,服務學習課程,[],0.0,,0.0,0.0,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,共同 必修,通識課程(含核心必修、選修科目),[],14.0,,14.0,,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,微積分,"['MA1003', 'MA1004']",3.0,,3.0,3.0,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,計算機概論 I / II,"['CE1001', 'CE1002']",3.0,,3.0,3.0,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,計算機實習 I / II,"['CE1003', 'CE1004']",1.0,,1.0,1.0,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,工程數學,['CE1006'],3.0,,,3.0,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,數位系統導論,['CE2008'],3.0,,,3.0,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,數位系統實驗,['CE2010'],1.0,,,1.0,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,離散數學,['CE2003'],3.0,,3.0,,,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,線性代數,['CE2005'],3.0,,,,3.0,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,資料結構,['CE2002'],3.0,,,,3.0,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,組合語言與系統程式,['CE2012'],3.0,,,,3.0,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,機率與統計,['CE2006'],3.0,,,,3.0,,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,程式語言,['CE2004'],3.0,,,,,3.0,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,作業系統,['CE3002'],3.0,,,,,3.0,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,計算機組織,['CE3001'],3.0,,,,,3.0,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,演算法,['CE3005'],3.0,,,,,3.0,,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,計算機網路,['CE3007'],,,,,,,3.0,,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,專題實驗,"['CE3008', 'CE4001']",,,,,,,2.0,2.0,,
資訊工程學系,資訊工程學系_table_1.csv,系訂 必修,編譯器,['CE3006'],,,,,,,3.0,,,
資訊工程專長,資訊工程專長_table_1.csv,,國文,[],5.0,,5.0,,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,,外文,[],3.0,,3.0,3.0,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,共同 必修,體育課程,[],0.0,,0.0,0.0,0.0,0.0,0.0,,,
資訊工程專長,資訊工程專長_table_1.csv,共同 必修,服務學習課程,[],0.0,,0.0,0.0,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,共同 必修,通識課程(含核心必修、選修科目),[],14.0,,14.0,,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,微積分,"['MA1003', 'MA1004']",3.0,,3.0,3.0,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,計算機概論 I / II,"['CE1001', 'CE1002']",3.0,,3.0,3.0,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,計算機實習 I / II,"['CE1003', 'CE1004']",1.0,,1.0,1.0,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,工程數學,['CE1006'],3.0,,,3.0,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,數位系統導論,['CE2008'],3.0,,,3.0,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,數位系統實驗,['CE2010'],1.0,,,1.0,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,離散數學,['CE2003'],3.0,,3.0,,,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,線性代數,['CE2005'],3.0,,,,3.0,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,資料結構,['CE2002'],3.0,,,,3.0,,,,,
資訊工程專長,資訊工程專長_table_1.csv,系訂 必修,組合語言與系統程式,['CE2012'],3.0,,,,3.0,,,,,
