,,,,,3
,,2.計算機組織 C03020或CE3001或 EE3035,,,
,,,,,3
,,,,,
,,3.作業系統 CE3002,,,3
,,4.微算機原理 CO3006,,,3
,,5.深度學習程式設計 CO3027或EE3054,,,3
備 註,一 、共同必修 1.共同科目表修習及其他畢業條件，請見應修科目表注意事項。 2.本系新生外文課程，可修大一英文工程課群 6 學分或英文系之其他英文課程。 3.選修「進修英文」取得之學分，不列入本系之畢業學分總數。 4.通識核心必修四大領域中至少須修習一個領域。 二、系訂必修 1.最低畢業學分為132學分。 2.專長課程分為A組(電通訊組)、B組(資通訊組)二組，畢業前須修畢任一組訂必修 15學分(包 含三門必修及任二門多選二課程)，超修之專長課程學分可認列為選修學分。 3.由電機、通訊課程流程中具有「＊」記號課程，選修 12學分，且須至少跨二類別之課程。 4.由電機、通訊課程流程中具有「△」記號實驗課程，選修 9學分，且須跨電通訊與資通訊兩組 類別之實驗課程。 5.依據「中央大學資電學院各系等同課程對照表」，等同課程科目重複修讀者，不列入畢業學分 數。 三、雙主修規定 1.依本校「學生修讀雙主修辦法」辦理。 2.除依本校雙主修辦法之規定辦理外，並應修滿上述二之第 2、5項規定，且至少由電機、通訊 課程流程中具有「*」記號課程選修 6學分，以及自 A、B二組中所選專長分組之實驗課程至少選 修 3學分，始可取得雙主修畢業資格。 3.非本系所開課程而取得之雙主修學分，由本系課程委員會審查通過後採認。 四、提前畢業標準 學業總平均成績名次在本系該年級學生數前 20%以內，或學業總平均成績在 85分以上，其他注 意事項請參照本校學則之畢業條件相關規定；如有特殊情形者，須提送具體事由經本系課程委 員會議審核認定。,,,,
